987|61
517|54
193|53
178|53
520|50
795|49
968|48
710|47
419|47
415|45
130|45
296|45
505|45
260|45
310|44
977|43
775|43
903|43
589|43
501|42
346|42
20|42
79|41
361|41
952|41
851|41
739|41
584|41
733|40
386|40
807|39
599|39
506|39
588|39
339|38
989|38
268|38
280|38
496|38
253|38
330|38
332|37
762|37
650|37
568|36
800|36
821|36
227|36
137|36
96|36
271|35
164|35
344|35
117|35
410|35
590|35
371|35
620|35
243|35
611|35
997|34
36|34
425|34
240|34
782|34
19|34
737|34
66|34
781|34
867|34
329|34
666|33
797|33
555|33
669|33
722|33
931|33
76|33
438|33
357|33
0|33
829|32
270|32
461|32
49|32
363|32
70|32
441|32
804|32
837|32
454|32
362|32
943|32
848|32
542|32
294|32
769|32
287|32
911|32
798|32
