131|56
845|51
791|50
969|49
912|49
410|46
258|45
241|45
133|44
15|44
67|44
866|43
511|43
292|42
609|42
642|42
480|42
491|41
406|41
409|41
264|41
533|41
975|40
913|39
59|39
952|39
302|39
257|39
843|38
95|38
635|38
568|37
795|37
390|37
703|37
365|37
412|37
652|37
455|36
477|36
526|36
68|36
537|36
700|36
849|36
46|36
219|36
347|36
109|35
885|35
723|35
83|35
192|35
210|35
24|35
162|35
73|35
112|35
525|35
350|34
306|34
450|34
179|34
747|34
623|34
407|34
55|34
96|34
936|34
249|34
671|33
821|33
375|33
467|33
612|33
667|33
316|33
381|33
981|33
550|33
836|32
868|32
299|32
346|32
435|32
158|32
414|32
532|32
252|32
650|32
159|32
278|31
761|31
420|31
187|31
676|31
608|31
58|31
471|31
253|31
